date,state,county,city,college,cases,countyCovidProp,plan,enrollment2018,type,adjCases
5-Nov,Washington,Thurston,Lacey,Saint Martin's University,1,0.006956109,Hybrid,1607,"Private nonprofit, 4-year",0.000622278
5-Nov,Washington,King,Seattle,Seattle Central College,3,0.013087818,Primarily online,6802,"Public, 4-year",0.000441047
5-Nov,Washington,King,Seattle,Seattle Pacific University,7,0.013087818,Hybrid,3688,"Private nonprofit, 4-year",0.001898048
5-Nov,Washington,King,Seattle,Seattle University,31,0.013087818,Primarily online,7291,"Private nonprofit, 4-year",0.004251817
5-Nov,Washington,Skagit,Mount Vernon,Skagit Valley College,1,0.010363376,Primarily online,5159,"Public, 4-year",0.000193836
5-Nov,Washington,King,Seattle,South Seattle College,2,0.013087818,Primarily online,6177,"Public, 4-year",0.000323782
5-Nov,Washington,Spokane,Spokane,Spokane Community College,22,0.020112931,Primarily in person,10375,"Public, 4-year",0.002120482
5-Nov,Washington,Spokane,Spokane,Spokane Falls Community College,9,0.020112931,Primarily online,5184,"Public, 4-year",0.001736111
5-Nov,Washington,Pierce,Tacoma,Tacoma Community College,10,0.01377047,Primarily online,6242,"Public, 4-year",0.001602051
5-Nov,Washington,Pierce,Tacoma,University of Puget Sound,21,0.01377047,Fully online,2666,"Private nonprofit, 4-year",0.007876969
5-Nov,Washington,King,Seattle,University of Washington,726,0.013087818,Primarily online,47400,"Public, 4-year",0.015316456
5-Nov,Washington,Walla Walla,Walla Walla,Walla Walla Community College,2,0.023238973,Hybrid,3860,"Public, 4-year",0.000518135
5-Nov,Washington,Whitman,Pullman,Washington State University,1399,0.037262494,Primarily online,31478,"Public, 4-year",0.044443738
5-Nov,Washington,Chelan,Wenatchee,Wenatchee Valley College,2,0.032629534,Fully online,3444,"Public, 4-year",0.00058072
5-Nov,Washington,Whatcom,Bellingham,Western Washington University,7,0.00732834,Primarily online,16121,"Public, 4-year",0.000434216
5-Nov,Washington,Whatcom,Bellingham,Whatcom Community College,7,0.00732834,Primarily online,4263,"Public, 4-year",0.001642036
5-Nov,Washington,Walla Walla,Walla Walla,Whitman College,2,0.023238973,Primarily online,1475,"Private nonprofit, 4-year",0.001355932
5-Nov,Washington,Spokane,Spokane,Whitworth University,56,0.020112931,Primarily in person,2776,"Private nonprofit, 4-year",0.020172911
5-Nov,West Virginia,Barbour,Philippi,Alderson Broaddus University,48,0.011860592,Primarily in person,911,"Private nonprofit, 4-year",0.052689352
5-Nov,West Virginia,Mercer,Bluefield,Bluefield State College,14,0.014466115,Primarily in person,1275,"Public, 4-year",0.010980392
5-Nov,West Virginia,Marion,Fairmont,Fairmont State University,43,0.007936225,Hybrid,3947,"Public, 4-year",0.01089435
5-Nov,West Virginia,Gilmer,Glenville ,Glenville State College,31,0.009075802,Primarily in person,1586,"Public, 4-year",0.019546028
5-Nov,West Virginia,Cabell,Huntington,Marshall University,162,0.017869378,Primarily online,13204,"Public, 4-year",0.012269009
5-Nov,West Virginia,Mineral,Keyser,Potomac State College of West Virginia University,2,0.010942385,Primarily in person,1340,"Public, 4-year",0.001492537
5-Nov,West Virginia,Kanawha,Charleston,University of Charleston,39,0.022439424,Primarily in person,2623,"Private nonprofit, 4-year",0.014868471
5-Nov,West Virginia,Ohio,West Liberty,West Liberty University,40,0.017362537,Primarily online,2526,"Public, 4-year",0.015835313
5-Nov,West Virginia,Kanawha,Institute,West Virginia State University,45,0.022439424,Hybrid,3692,"Public, 4-year",0.012188516
5-Nov,West Virginia,Monongalia,Morgantown,West Virginia University,705,0.023046623,Primarily online,26864,"Public, 4-year",0.0262433
5-Nov,West Virginia,Fayette,Montgomery,West Virginia University Institute of Technology,3,0.019501957,Primarily in person,1755,"Public, 4-year",0.001709402
5-Nov,West Virginia,Wood,Parkersburg,"West Virginia University, Parkersburg",9,0.010249288,Primarily online,2403,"Public, 4-year",0.003745318
5-Nov,West Virginia,Upshur,Buckhannon,West Virginia Wesleyan College,1,0.012119457,Primarily online,1294,"Private nonprofit, 4-year",0.000772798
5-Nov,Wisconsin,Milwaukee,Milwaukee,Alverno College,42,0.052655843,Other,1851,"Private nonprofit, 4-year",0.022690438
5-Nov,Wisconsin,Rock,Beloit,Beloit College,27,0.038921606,Hybrid,1275,"Private nonprofit, 4-year",0.021176471
5-Nov,Wisconsin,Waukesha,Waukesha,Carroll University,117,0.039255513,Primarily in person,3352,"Private nonprofit, 4-year",0.034904535
5-Nov,Wisconsin,Kenosha,Kenosha,Carthage College,79,0.039566882,Primarily in person,2872,"Private nonprofit, 4-year",0.027506964
5-Nov,Wisconsin,Ozaukee,Mequon,Concordia University Wisconsin,25,0.03536163,Primarily in person,6374,"Private nonprofit, 4-year",0.003922184
5-Nov,Wisconsin,Dane,Madison,Edgewood College,87,0.032729401,Hybrid,2190,"Private nonprofit, 4-year",0.039726027
5-Nov,Wisconsin,Sheboygan,Plymouth,Lakeland University,37,0.051751344,Primarily online,2497,"Private nonprofit, 4-year",0.014817781
5-Nov,Wisconsin,Outagamie,Appleton,Lawrence University,45,0.057971632,Hybrid,1463,"Private nonprofit, 4-year",0.030758715
5-Nov,Wisconsin,Dane,Madison,Madison Area Technical College,0,0.032729401,Hybrid,15250,"Public, 4-year",0
5-Nov,Wisconsin,Jefferson,Watertown,Maranatha Baptist University,2,0.041005556,Fully in person,1035,"Private nonprofit, 4-year",0.001932367
5-Nov,Wisconsin,Milwaukee,Milwaukee,Marquette University,605,0.052655843,Hybrid,11605,"Private nonprofit, 4-year",0.052132701
5-Nov,Wisconsin,Milwaukee,Milwaukee,Milwaukee School of Engineering,71,0.052655843,Hybrid,2820,"Private nonprofit, 4-year",0.025177305
5-Nov,Wisconsin,Ashland,Ashland,Northland College,5,0.023261792,Primarily in person,582,"Private nonprofit, 4-year",0.008591065
5-Nov,Wisconsin,Eau Claire,Eau Claire,University of Wisconsin-Eau Claire,590,0.044024616,Primarily in person,11604,"Public, 4-year",0.050844536
5-Nov,Wisconsin,Brown,Green Bay,University of Wisconsin-Green Bay,164,0.066836268,Primarily online,8566,"Public, 4-year",0.019145459
5-Nov,Wisconsin,La Crosse,La Crosse,University of Wisconsin-La Crosse,430,0.044095716,Primarily online,10597,"Public, 4-year",0.040577522
5-Nov,Wisconsin,Dane,Madison,University of Wisconsin-Madison,3626,0.032729401,Primarily online,43463,"Public, 4-year",0.083427283
5-Nov,Wisconsin,Milwaukee,Milwaukee,University of Wisconsin-Milwaukee,785,0.052655843,Hybrid,27012,"Public, 4-year",0.029061158
5-Nov,Wisconsin,Winnebago,Oshkosh,University of Wisconsin-Oshkosh,1033,0.060823585,Primarily online,16410,"Public, 4-year",0.062949421
5-Nov,Wisconsin,Kenosha,Somers,University of Wisconsin-Parkside,95,0.039566882,Primarily online,4295,"Public, 4-year",0.022118743
5-Nov,Wisconsin,Grant,Platteville,University of Wisconsin-Platteville,320,0.045704621,Primarily online,8955,"Public, 4-year",0.035734227
5-Nov,Wisconsin,Pierce,River Falls,University of Wisconsin-River Falls,239,0.028488562,Primarily online,6135,"Public, 4-year",0.038956805
5-Nov,Wisconsin,Portage,Stevens Point,University of Wisconsin-Stevens Point,396,0.04778726,Primarily online,9086,"Public, 4-year",0.043583535
5-Nov,Wisconsin,Dunn,Menomonie,University of Wisconsin-Stout,137,0.03271028,Primarily online,8770,"Public, 4-year",0.015621437
5-Nov,Wisconsin,Douglas,Superior,University of Wisconsin-Superior,11,0.022085747,Primarily online,2603,"Public, 4-year",0.004225893
5-Nov,Wisconsin,Walworth,Whitewater,University of Wisconsin-Whitewater,515,0.040580352,Primarily online,13059,"Public, 4-year",0.039436404
5-Nov,Wisconsin,La Crosse,La Crosse,Viterbo University,214,0.044095716,Primarily in person,2598,"Private nonprofit, 4-year",0.082371055
5-Nov,Wisconsin,Milwaukee,Milwaukee,Wisconsin Lutheran College,34,0.052655843,Hybrid,1248,"Private nonprofit, 4-year",0.02724359
5-Nov,Wyoming,Natrona,Casper,Casper College,185,0.024243031,Fully in person,3650,"Public, 2-year",0.050684932
5-Nov,Wyoming,Goshen,Torrington,Eastern Wyoming College,6,0.016425706,Undetermined,1462,"Public, 2-year",0.004103967
5-Nov,Wyoming,Albany,Laramie,University of Wyoming,1012,0.043544239,Primarily in person,12450,"Public, 4-year",0.081285141
5-Nov,Wyoming,Sweetwater,Rock Springs,Western Wyoming Community College,10,0.015539759,Primarily in person,3183,"Public, 2-year",0.00314169
11-Dec,Alabama,Montgomery,Montgomery,Alabama State University,2,0.059363493,Hybrid,4413,"Public, 4-year",0.000453206
11-Dec,Alabama,Lee,Auburn,Auburn University,2134,0.051652466,Hybrid,30440,"Public, 4-year",0.070105125
11-Dec,Alabama,Montgomery,Montgomery,"Auburn University, Montgomery",140,0.059363493,Hybrid,5211,"Public, 4-year",0.026866244
11-Dec,Alabama,Walker,Jasper,Bevill State Community College,4,0.067583949,Primarily online,3745,"Public, 2-year",0.001068091
11-Dec,Alabama,Jefferson,Birmingham,Birmingham-Southern College,214,0.05890615,Primarily in person,1268,"Private nonprofit, 4-year",0.168769716
11-Dec,Alabama,Limestone,Tanner,Calhoun Community College,84,0.05123591,Primarily online,9736,"Public, 2-year",0.008627773
11-Dec,Alabama,Tallapoosa,Alexander City,Central Alabama Community College,39,0.04999133,Primarily online,1681,"Public, 2-year",0.023200476
11-Dec,Alabama,Coffee,Enterprise,Enterprise State Community College,41,0.053895533,Primarily online,1705,"Public, 2-year",0.024046921
11-Dec,Alabama,Etowah,Gadsden,Gadsden State Community College,62,0.075223921,Hybrid,4736,"Public, 2-year",0.013091216
11-Dec,Alabama,Calhoun,Jacksonville,Jacksonville State University,219,0.066317504,Primarily online,8479,"Public, 4-year",0.025828518
11-Dec,Alabama,Covington,Andalusia,Lurleen B. Wallace Community College,19,0.06653351,Primarily online,1784,"Public, 2-year",0.010650224
11-Dec,Alabama,Perry,Marion,Marion Military Institute,13,0.08169898,Hybrid,394,"Public, 2-year",0.032994924
11-Dec,Alabama,Jefferson,Birmingham,Samford University,480,0.05890615,Hybrid,5619,"Private nonprofit, 4-year",0.085424453
11-Dec,Alabama,Marshall,Boaz,Snead State Community College,19,0.078027156,Hybrid,2280,"Public, 2-year",0.008333333
11-Dec,Alabama,Randolph,Wadley,Southern Union State Community College,59,0.049115395,Hybrid,4531,"Public, 2-year",0.013021408
11-Dec,Alabama,Mobile,Mobile,Spring Hill College,124,0.05252535,Hybrid,1379,"Private nonprofit, 4-year",0.089920232
11-Dec,Alabama,Pike,Troy,Troy University,749,0.051700187,Hybrid,16981,"Public, 4-year",0.044108121
11-Dec,Alabama,Macon,Tuskeegee,Tuskegee University,110,0.045550144,Hybrid,3026,"Private nonprofit, 4-year",0.036351619
11-Dec,Alabama,Jefferson,Birmingham,"University of Alabama, Birmingham",2286,0.05890615,Primarily online,21923,"Public, 4-year",0.10427405
11-Dec,Alabama,Shelby,Montevallo,University of Montevallo,140,0.056287953,Primarily in person,2612,"Public, 4-year",0.053598775
11-Dec,Alabama,Lauderdale,Florence,University of North Alabama,488,0.053025483,Hybrid,7488,"Public, 4-year",0.06517094
11-Dec,Alabama,Mobile,Mobile,University of South Alabama,507,0.05252535,Primarily online,14834,"Public, 4-year",0.034178239
11-Dec,Alabama,Sumter,Livingston,University of West Alabama,30,0.051178885,Fully in person,5200,"Public, 4-year",0.005769231
11-Dec,Arizona,Maricopa,Tempe,Arizona State University,3642,0.054450046,Hybrid,51585,"Public, 4-year",0.070601919
11-Dec,Arizona,Yuma,Yuma,Arizona Western College,41,0.098696366,Primarily online,7434,"Public, 2-year",0.0055152
11-Dec,Arizona,Apache,Tsaile,Dine College,5,0.085996077,Primarily online,1519,"Public, 4-year",0.003291639
11-Dec,Arizona,Mohave,Kingman,Mohave Community College,0,0.037614112,Primarily online,4071,"Public, 2-year",0
11-Dec,Arizona,Coconino,Flagstaff,Northern Arizona University,354,0.060497923,Primarily online,31066,"Public, 4-year",0.011395094
11-Dec,Arizona,Pima,Tucson,University of Arizona,2959,0.046249376,Primarily online,44097,"Public, 4-year",0.06710207
11-Dec,Arkansas,Mississippi,Blytheville,Arkansas Northeastern College,56,0.090502079,Hybrid,1422,"Public, 2-year",0.039381153
11-Dec,Arkansas,Jackson,Newport,Arkansas State University-Newport,43,0.139900712,Primarily in person,2270,"Public, 2-year",0.018942731
11-Dec,Arkansas,Pope,Russellville,Arkansas Tech University,402,0.065332751,Primarily in person,12101,"Public, 4-year",0.033220395
11-Dec,Arkansas,Randolph,Pocahontas,Black River Technical College,85,0.064984965,Primarily in person,1582,"Public, 2-year",0.053729456
11-Dec,Arkansas,Faulkner,Conway,Central Baptist College,20,0.045084797,Hybrid,732,"Private nonprofit, 4-year",0.027322404
11-Dec,Arkansas,Sevier,De Queen,Cossatot Community College of the University of Arkansas,0,0.107955548,Primarily in person,1518,"Public, 2-year",0
11-Dec,Arkansas,White,Searcy,Harding University,435,0.043160261,Hybrid,5121,"Private nonprofit, 4-year",0.084944347
11-Dec,Arkansas,Clark,Arkadelphia,Henderson State University,172,0.044802867,Primarily online,3961,"Public, 4-year",0.043423378
11-Dec,Arkansas,Faulkner,Conway,Hendrix College,22,0.045084797,Fully online,1208,"Private nonprofit, 4-year",0.018211921
11-Dec,Arkansas,Benton,Siloam Springs,John Brown University,66,0.049347821,Fully in person,2516,"Private nonprofit, 4-year",0.026232114
11-Dec,Arkansas,Independence,Batesville,Lyon College,22,0.06075347,Fully online,655,"Private nonprofit, 4-year",0.033587786
11-Dec,Arkansas,Garland,Hot Springs,National Park College,66,0.044543497,Fully online,2017,"Public, 2-year",0.032721864
11-Dec,Arkansas,Boone,Harrison,North Arkansas College,76,0.055540714,Primarily online,1812,"Public, 2-year",0.041942605
11-Dec,Arkansas,Benton,Bentonville,NorthWest Arkansas Community College,34,0.049347821,Primarily online,7979,"Public, 2-year",0.004261186
11-Dec,Arkansas,Clark,Arkadelphia,Ouachita Baptist University,197,0.044802867,Primarily online,1660,"Private nonprofit, 4-year",0.118674699
11-Dec,Arkansas,Union,El Dorado,South Arkansas Community College,41,0.045886976,Undetermined,1473,"Public, 2-year",0.027834352
11-Dec,Arkansas,Columbia,Magnolia,Southern Arkansas University,216,0.053928465,Undetermined,4472,"Public, 4-year",0.048300537
11-Dec,Arkansas,Sebastian,Fort Smith,"University of Arkansas, Fort Smith",192,0.061239018,Primarily in person,6557,"Public, 4-year",0.029281684
11-Dec,Arkansas,Pulaski,Little Rock,"University of Arkansas, Little Rock",218,0.048666662,Hybrid,10515,"Public, 4-year",0.020732287
11-Dec,Arkansas,Drew,Monticello,"University of Arkansas, Monticello",106,0.058729897,Hybrid,3111,"Public, 4-year",0.034072645
11-Dec,Arkansas,Jefferson,Pine Bluff,"University of Arkansas, Pine Bluff",201,0.083158745,Primarily online,2579,"Public, 4-year",0.077937185
11-Dec,Arkansas,Pulaski,North Little Rock,University of Arkansas-Pulaski Technical College,108,0.048666662,Fully in person,4531,"Public, 2-year",0.023835798
11-Dec,Arkansas,Conway,Conway,University of Central Arkansas,563,0.041206946,Primarily online,11177,"Public, 4-year",0.050371298
11-Dec,Arkansas,Johnson,Clarksville,University of the Ozarks,63,0.053314772,Hybrid,872,"Private nonprofit, 4-year",0.072247706
11-Dec,California,Los Angeles,Lancaster,Antelope Valley College,28,0.04861538,Primarily online,14239,"Public, 4-year",0.00196643
11-Dec,California,Los Angeles,Azusa,Azusa Pacific University,44,0.04861538,Fully online,10095,"Private nonprofit, 4-year",0.004358593
11-Dec,California,Kern,Bakersfield,Bakersfield College,0,0.053766821,Primarily online,24589,"Public, 4-year",0
11-Dec,California,Los Angeles,La Mirada,Biola University,10,0.04861538,Primarily online,6109,"Private nonprofit, 4-year",0.001636929
11-Dec,California,Riverside,Riverside,California Baptist University,25,0.044950792,Primarily online,10486,"Private nonprofit, 4-year",0.002384131
11-Dec,California,Los Angeles,Pasadena,California Institute of Technology,48,0.04861538,Fully online,2233,"Private nonprofit, 4-year",0.021495746
11-Dec,California,Ventura,Thousand Oaks,California Lutheran University,22,0.028246845,Primarily online,4383,"Private nonprofit, 4-year",0.005019393
11-Dec,California,San Luis Obispo,San Luis Obispo,"California Polytechnic State University, San Luis Obispo",871,0.025668377,Primarily online,22013,"Public, 4-year",0.039567528
11-Dec,California,Los Angeles,Pomona,"California State Polytechnic University, Pomona",22,0.04861538,Fully online,26598,"Public, 4-year",0.00082713
11-Dec,California,Solano,Vallejo,California State University Maritime Academy,8,0.028008927,Primarily online,1046,"Public, 4-year",0.007648184
11-Dec,California,Kern,Bakersfield,"California State University, Bakersfield",68,0.053766821,Primarily online,10816,"Public, 4-year",0.006286982
11-Dec,California,Butte,Chico,"California State University, Chico",233,0.022031517,Fully online,17578,"Public, 4-year",0.013255205
11-Dec,California,Orange,Fullerton,"California State University, Fullerton",22,0.030528149,Fully online,40280,"Public, 4-year",0.000546177
11-Dec,California,Los Angeles,Long Beach,"California State University, Long Beach",51,0.04861538,Primarily online,37466,"Public, 4-year",0.001361234
11-Dec,California,Los Angeles,Los Angeles,"California State University, Los Angeles",105,0.04861538,Fully online,28036,"Public, 4-year",0.003745185
11-Dec,California,Los Angeles,Los Angeles,"California State University, Northridge",71,0.04861538,Primarily online,40212,"Public, 4-year",0.001765642
11-Dec,California,Sacramento,Sacramento,"California State University, Sacramento",77,0.029946046,Primarily online,31902,"Public, 4-year",0.002413642
